,subject,sentence
24349, אתה ,"מוזר שאתה מתעקש לכתוב שגיאות במאות ערכים
"
24351, מטרתה ,"מטרתה של מתקפת האיכות היא לדחוף את הנושא
"
24353, מישהו ,"מישהו מכיר תוכנה כלי שיטה להשיג גרסה עם תמונות
"
24354, ועד  זרמים  דרך ,"מכאן ועד להגיד שיש שתי זרמים הדרך רחוקה
"
24355, זה  אויבים ,"מלבד האדם למין זה כמעט ואין אויבים טבעיים
"
24356, מנהלי ,"מנהלי תוכנית מעבורות החלל דחו את הבקשה
"
24357, מסיבת ,"מסיבת עיתונאים מוסד מיותר בלוג "" חורים ברשת ""
"
24358, מערכות ,"מערכות ממשיכים לתרגם את סון דזה האין זה יפה
"
24359, מפעל  שנה ,"מפעל שעובד כל השנה שילם מסים על בסיס שבועי
"
24360, משרד ,"משרד הבריאות מתיר את הכנסת החומרים האלה
"
24361, משתמשים ,"משתמשים חדשים לפעמים מנסים את המערכת
"
24362, חלק ,"מתקפות שלא היוו חלק אינטגרלי מקרב קורסק
"
24363, הערותיך ,"נא הערותיך ב מיזמי ויקיפדיה תאריכים עבריים
"
24364, נאות ,"נאות קדומים מאפשרת פעילויות רבות במסגרתה
"
24367, סגן ,"סגן יו""ר הפרלמנט תמיד יהיה יווני אורתודוקסי
"
24369, סמכות ,"סמכות זו יכולה לנבוע מתואר קהילה או תלמידים
"
24370, ו ,"סרביה ומונטנגרו כוללת את הופעות יוגוסלביה
"
24372, עיתונאי ,"עיתונאי העובד בתחומי הכלכלה אינו עוסק בהם
"
24373, אם ,"עכשיו אמור לי אתה האם הנוסחה שנתת לי נכונה
"
24376, פרס ,"עם השנים נוסף על אלו גם פרס נובל לכלכלה
"
24377, אני ,"עם זאת אני מעדיף את הכתיב ב ט' במקרה הנוכחי
"
24379, אני ,"עקב כך אני לא חושב שכדאי להעמיס על בעיה זו
"
24380, ערך ,"ערך זה עוסק ב "" שעיר לעזאזל "" במסורת היהודית
"
24381, ערך ,"ערך זה עוסק באלבום של הזמר אסף אמדורסקי
"
24382, פטר ,"פטר היה הבכור מבין ארבעה אחים ושתי אחיות
"
24383, פרשת ,"פרשת פינחס היא הפרשה השמינית בספר במדבר
"
24385, פעולת ,"קיימת פעולת גומלין בין פעילותם לבין הסביבה
"
24386, קישורים  אתר ,"קישורים חיצוניים האתר הרשמי אתר ישראלי
"
24389, שינויים ,"ראה אם השינויים שלי מספקים אני אינני בטוח
"
24392, ח ח ,"ראשית קבל ח""ח חוזר על פורטל המדינות שלך
"
24393, חייו ,"רוב חייו גר בירושלים בשכונת בית הכרם
"
24395, הוספת ,"רק עכשיו שמתי לב שהוספת אותו לפני שבועיים
"
24396, אנשים ,"רק שלושה אנשים נוספים זכו בתואר זה פעמיים
"
24397, עיצוב  ו ,"שיהיה עיצוב אחד עם ריבועים פנימיים ואחד בלי
"
24398, שיטת ,"שיטת הפעולה הזו פסולה ולא מקובלת לחלוטין
"
24399, ש  הם ,"שים לב שאין להוריד שדות גם אם הם אינם בשימוש
"
24400, שלישית  ספר ,"שלישית לא ברור לי מדוע דווקא ספר זה זכה לתבנית
"
24401, שם  גשר ,"שם הערך נראה לי שיותר מתאים לקרוא לו גשר פז
"
24402, שמות ,"שמות אלה זוכים להגנה במסגרת גניבת העין
"
24403, אסף ,"שמחה אסף ממונה לשופט בית המשפט העליון
"
24405, שנה ,"שנה הוא פרק זמן שרירותי שנקבע על ידי האדם
"
24406, זה ,"תחילה היה זה נשק הגנתי בלבד בדמות טילי הוק
"
24407, אני ,"תיקנתי את הקישורים ואני מציע למחוק את הדף
"
24411, אבי ,"אבי המשפחה נסע לגרמניה על מנת ללמוד תורה
"
24412, הפניה ,"אבל ההפניה לקוד יכולה להיות משופרת יותר
"
24413, מה  היא ,"אבל מה שבאמת מטריד פה היא דרך העבודה שלכם
"
24414, הגעת ,"אגב איך הגעת לדף המשתמש שלי סתם סקרנות
"
24415, נוסטלגיה ,"אגב כתיבה על אישים מן העבר איננה נוסטלגיה
"
24417, סמואל ,"אותו סמואל יוד חיבר את הטרילוגיה התלת רגליים
"
24418, אין  ערך  מאמר ,"אז בגלל שאין ערך על הגטו המאמר שלו פסול
"
24419, מסיבת  אני ,"איך הייתה מסיבת פורים שאני מניח שאליה הלכת
"
24422, אתה ,"אל תתן לאחרים להרוס את מה שאתה אוהב לעשות
"
24424, דברים ,"אמרתי רק דברים שליליים כל השאר נראים לי בסדר
"
24425, אני  אני ,"אני אבדוק בינתיים אם אני יכול למצוא את הדיון
"
24426, אני  שם ,"אני חושב כי השם מייקל מתאים יותר מאשר מיכאל
"
24427, אני  אתה ,"אני מניח שאתה תראה ישר איזה מהם צריך למחוק
"
24429, מספר ,"אצל בעלי חוליות שונים יש מספר שונה של חוליות
"
24430, אשמח ,"אשמח אם תוכל לשקול את הצבת התבנית שנית
"
24431, ו ,"את הדפוס ניהלו מאז יוסף ראובן ראם ובנו דוד ראם
"
24432, שר ,"את כל זה יוכל לעשות שר הבריאות בנימין נתניהו
"
24434, אתה ,"אתה או כל אחד אחר מוזמנים להכניס זאת לערך
"
24435, אתה ,"אתה אולי לא חדש פה אבל כדאי שתקרא את קישורים
"
24436, אתה ,"אתה יכול למחוק את מה שכתבתי בדף השיחה ששם
"
24438, קשר ,"ב "" לפרשת נתיב מאיר אין קשר ישיר לרב דרוקמן
"
24439, אני ,"ב חשוב להדגיש שלא אני קיבלתי את המאמר ההוא
"
24440, קשר ,"ב לפרשת נתיב מאיר אין קשר ישיר לרב דרוקמן
"
24441, פוטין ,"באותו הביקור ביקר פוטין גם ברשות הפלסטינית
"
24443, אי ,"בדרך כלל נמדד אי השוויון על ידי מדד ג'יני
"
24444, בוט ,"בוט האם חלה התקדמות בנוגע לבוט עליו דיברנו
"
24446, הרב ,"בחלק מהזמן שהה הרב דרוקמן בבית יתומים
"
24448, עיתונאי ,"בין המגינים עליו בלט העיתונאי אמנון דנקנר
"
24449, נסיונות ,"במאה התשע עשרה היו מעט נסיונות חשיפה בעיר
"
24451, במאי ,"במהלך תקופה זו גילה אותו הבמאי הבריטי גאי ריצ'י
"
24452, בן  תמונה ,"בן חנן תמונה תחת איזה רשיון העלית את התמונה
"
24454, דעתך ,"ברוך הבא מה דעתך להכחיל את דף המשמש שלך
"
24455, סרט  זכה ,"גם הסרט זכה בפרס גלובוס הזהב אותה קטגוריה
"
24456, כמה ,"גם כמה מגדולי הזמרים של מאות אלה הופיעו שם
"
24457, דוד  הוא ,"דוד תיכנס לכאן ותראה מה הוא עשה לערך כוכב כחול
"
24458, אישור  כתבת ,"האישור שכתבת לא שווה הרבה יש אישור לשימוש חופשי
"
24459, אתה ,"האם אתה מתכוון להוסיף את התמונה של אלפונסו
"
24460, זמן ,"הגיע איפוא הזמן להקמת ארגון דומה בישראל
"
24461, הצעה ,"ההצעה שלי או אודם חושן או אודם אבן חן מקראית
"
24462, הוא ,"הוא הובא לקבורה בבית הקברות בוושינגטון הבירה
"
24463, הוא ,"הוא לימד באוניברסיטת הרווארד במשך שנים רבות
"
24464, חג ,"החג חל בסיום ספירת העומר בת שבעת השבועות
"
24465, לוח ,"הלוח שנה שלך עובד גם על שנים לפני הספירה
"
24466, מורים ,"המורים שאותם ייצג תמכו בו לאורך כל הדרך
"
24467, מושג  היא ,"המושג "" פסקה שהיא קצרמר "" הוא לפיכך חסר משמעות
"
24468, מפעל ,"המפעל יוכל להרכיב מטוס שלם בכל שלושה ימים
"
24469, פסל ,"הפסל משקף את השמיים ואת מבני העיר סביבו
"
24470, קוראים ,"הקוראים זכאים לקבל מידע מהימן בדוק ונכון
"
24471, הרי  אברהם ,"הרי אברהם הוא גם אבי האומה הערבית לפי האמונה
"
24472, שאלה  זו ,"השאלה היא אם כאן זו ויקיפדיה העברית או הערבית
"
24473, תורה ,"התורה היא רק חמשת הספרים הראשונים של התנ""ך
"
24474, ו ,"ו' באייר ז' באייר יוצג תמיד ישראל תקציר
"
24475, זה ,"ואז בודקים את שני המקרים אולי משם זה זכור לך
"
24476, ויילס ,"ויילס מעולם לא הופיעה באליפות אירופה בכדורגל
"
24477, ערך ,"ולצערי ערך זה בינתיים אינו עומד בתנאים אלה
"
24478, למה ,"וממש מעניין אותי לדעת למה הגעת דווקא אליי
"
24480, זה  הוא  ו ,"זה יום שהוא יכול להרוויח בו כסף והוא סטודנט עני
"
24481, זה ,"זה משהו שכתוב טרול רפאים לפני זמן רב מאוד
"
24482, חישוב  מספר ,"חישוב גם של מספר הדפים שנערכו בכל מרחב
"
24483, חשיבותו  פי ,"חשיבותו גדולה פי כמה מפרק הסטטיסטיקה למשל
"
24485, משפחה  אתה ,"יש לכם אותו שם משפחה אתה בטוח שאתה לא מכיר
"
24486, ערכים ,"יש ערכים רבים על יישובים אחרים עם פחות מידע
"
24487, ערכים ,"ישנם כמה ערכים חדשים הדורשים עריכה שכתוב
"
24489, זה  אנחנו ,"כאן זה ויקיפדיה וכאן אנחנו כותבים אנציקלופדיה
"
24492, יתר  מידע ,"כל יתר המידע בערך סובל מבעיות עובדתיות
"
24493, מבנים ,"כמעט כל המבנים שהיו ב "" זמנים מודרניים "" נהרסו
"
24496, מניה ,"לאחר פטירתו נותרה אלמנתו מניה לגור בבית
"
24497, סקריפט ,"לבדיקת זכות ההצבעה משמש סקריפט בהעדפות
"
24498, לוי  נתניהו ,"לוי דרש התנצלות אולם נתניהו סירב להתנצל
"
24499, וושינגטון  דף ,"לכל היותר וושינגטון יכול להיות דף פירושונים
"
24500, ו  שימוש ,"לכן גם יש שם דיאלוג ויש שימוש בגוף ראשון רבים
"
24501, תוכן ,"לכן לא ישים שהתוכן יגיע רק ע""י בוט השנים
"
24503, ירושלים ,"מבחינה כלכלית הייתה ירושלים עיר דלה ביותר
"
24505, מעמד ,"מדוע מעמד זכויות היוצרים בערך זה פתאום לא ברור
"
24506, מה ,"מה בדיוק עשיתי שמגיע לי לקבל גביע גדול כזה
"
24508, מישהו  מה  מטרה ,"מישהו יודע מה המטרה של הערך חיבורים ביהדות
"
24510, מעבר  קישור ,"מעבר לכך הקישור הוסף בלי ההבהרה הנדרשת
"
24511, מפעילי ,"מפעילי המערכת מתבקשים למחוק את הערכים
"
24512, משתתפים ,"משום מה מספר משתתפים נפגעו מהתמונות הללו
"
24513, נושא ,"נושא נוסף שעלה בשיחות האחרונות היה ויקיפדיה
"
24514, נחמן  אני ,"נחמן אני משתדל לכתוב רק כשאני יודע מספיק
"
24515, נעים ,"נעים להכיר אני ליאת ואני ויקיפדית די חדשה
"
