,subject,sentence
2733, מקום  חפיפה ,"לכן יש מקום לשתי הקטגוריות אף שיש ביניהן חפיפה מסוימת
"
2734, זה ,"למוסד חינוכי בינלאומי זה הייתה אידאולוגיה נוצרית של חינוך לשלום
"
2735, יוצאי ,"למעט מקרים יוצאי דופן תצפיות אינן יכולות לברר קשר כזה
"
2736, בחירה ,"למעשה הבחירה היחידה שאינה לגיטימית כלל בעיניו היא ההתאבדות
"
2737, השפעתו ,"למרות זאת השפעתו על סצנת הרוק המתקדם באיטליה הייתה גדולה
"
2738, הוא ,"מאוחר יותר הוא אף התמודד מטעמה בבחירות לכנסת השמונה עשרה
"
2739, ערך ,"מדובר בחופש הביטוי מי שהחליט שהערך ראוי יש לכבד דעתו
"
2742, ספר ,"נדפס לראשונה ספר החסידות המפורסם נועם אלימלך בעיר לבוב
"
2745, עמוד ,"עמוד זה מכיל את רשימת הערכים חסרי התמונות בקטגוריה הלכה
"
2746, עמוד ,"עמוד זה מכיל את רשימת הערכים חסרי התמונות בקטגוריה רופאים
"
2747, עמוס ,"עמוס עוז ככה לא כותבים באנציקלופדיה עריכתך כלל אינה ניטרלית
"
2748, עמיר ,"עמיר חוזר למועדון אבל החליט שבינתיים לא ימשיך לתואר השני
"
2749, ענייני  הסתיים ,"ענייני בשיחה הסתיים באין שינוי אערוך את הערך בעוד יומיים
"
2750, ערך ,"ערך זה מתאר מרכיב מסוים ייחודי של קמפיין הבחירות בישראל
"
2751, פורטל ,"פורטל יכול לעודד כתיבה של ערכים נוספים ולהרחיב את המאגר
"
2752, פיצג רלד  היא ,"פיצג'רלד נישאה פעמיים ויש הטוענים שהיא נישאה גם בפעם שלישית
"
2754, ראשי ,"ראשי הממשלות של ישראל ולבנון שניהם הביעו סיפוק מן ההחלטה
"
2755, שלום  כתבת  טונית ,"שלום הערך שכתבת שחיתות שלטונית בישראל דורש עריכה מקיפה
"
2757, הוא  את ,"שנית ישנו את הדף דלפק ייעוץ שנועד לעזור לויקיפדים חדשים
"
2760, בעיות ,"אחת הבעיות היתה הכנסת "" תיאוריה מהפכנית "" ליצירת גלקסיות
"
2761, אומר  פליטים ,"אינני אומר שלא היו פליטים ערבים מארץ ישראל המנדטורית היו
"
2762, אתה ,"אינני מבינה מדוע אתה דואג להוריד את הקישורים היחידים שקיימים
"
2763, אני  יודע  אנחנו ,"אני יודע שבישראל אנחנו מכנים את לוחמי החיזבאללה מחבלים
"
2764, אני ,"אני לא מתנגד לערכים על נבחרות לאומיות או משחקי כדורגל
"
2765, אשאיר  מובנת ,"אשאיר את הטיעונים בעד האפשרות הכה מובנת מאליה זו לאחרים
"
2766, חוק ,"את התקציר תוכל לכתוב בדף ערכים מומלצים ערכים חוק ההסדרים
"
2767, ספורטאים ,"באולימפיאדת ונקובר השתתפו שלושה ספורטאים כולם בפעם השנייה
"
2768, מסמכים ,"באמת אחד המסמכים הצבאיים הטובים ביותר שנכתבו כאן שנים
"
2769, מוטיבים ,"בכלל מוטיבים חוזרים מופיעים פעמים רבות בשירים האחרונים באלבום
"
2770, תפיסת ,"במרכז היצירה מתוארת תפיסת אוניית הוד מלכותו צ'ארלס המלכותי
"
2771, שר ,"בעקבות מינויו של ליברמן התפטר השר אופיר פז פינס מהממשלה
"
2772, בעת ,"בעת הולדתו היה הנסיך ג'ורג' חמישי בסדר הירושה לכתר הבריטי
"
2774, מועצת  תוכנית ,"בראש המכון עומדת מועצת מנהלים המנחה גם את תוכנית העבודה
"
2775, קורא ,"בשני המקרים יוכל הקורא החפץ בכך לעבור אל הערך המפורט
"
2776, קואליציה  היא ,"בתורת המשחקים קואליציה היא תת קבוצה של קבוצת השחקנים במשחק
"
2777, גיוס ,"גיוס כל בני ובנות ההכשרה למעט בעלי בעיות רפואיות חריגות
"
2778, פרויקט ,"גם בשנה השניה זכה הפרויקט למספר רב של מועמדים בתחרות
"
2779, חלקים  היותר ,"החלקים היותר סבירים שבה יכולים להיות משולבים בנפרד בערך
"
2780, היא  קליטה ,"היא הקליטה מספר שירים בעברית אך הצליחה ללכוד התעניינות מחו""ל
"
2781, מבנה ,"המבנה ממוקם בקמפוס האוניברסיטה למדע וטכנולוגיה של בייג'ינג
"
2782, מסגד  קרוב  קילומטר ,"המסגד קרוב ביותר לכפר היה במרחק שנים עשר קילומטר ממנו
"
2784, ערכים  עבודה  חלקים  אני ,"הערכים עדיין בעבודה במובן זה שיש חלקים שאני עובד עליהם
"
2786, תמונה ,"התמונה שהעליתי נמחקה בינתיים אבל תוכל לראות אותה בלינק הזה
"
2787, ויקיפדיה ,"ויקיפדיה החלה בתור ניסוי בכתיבת אינציקלופדיה ללא שכר לכותבים
"
2788, חוקרים  פסיכולוגים ,"חוקרים טוענים כי פסיכולוגים רבים לא מקבלים הכשרה מדעית מספקת
"
2790, כלכלת ,"כיום מתבססת כלכלת העיר על מסחר שירותים ממשל רפואה וחינוך
"
2791, ויילס ,"כמו כן ויילס הייתה מיוצגת בפרלמנט הבריטי בארמון וסטמינסטר
"
2792, כפילויות  ו ,"כמובן שיהיו כפילויות אדוארד ברנשטיין גם יהודי וגם בינלאומי
"
2794, אזור ,"לאחר פלישת ויליאם הכובש האזור היה נתון לשלטון חוקי היער
"
2795, רשימת ,"להלן רשימת האמצעים העיקריים שהיו בשימוש הצבאות השונים
"
2796, קישורים  צורך ,"לפי דעתי הקישורים הנוכחיים מספקים מאוד ואין צורך להוסיף עוד
"
2797, קשר ,"לרוסיה יש קשר בלתי נפרד עם ליגת הפרמייר ליג האנגלית
"
2798, מומחים ,"מאוחר יותר התברר כי גם המומחים הגרמנים הגיעו למסקנות דומות
"
2800, דיון ,"ממילא לעתים קרובות הדיון הזה כולל הצעות חשובות לשיפור הערך
"
2801, מספר ,"מספר חברי פרלמנט ביקשו ממנה באופן פומבי לבטל את ההופעה
"
2802, נושא ,"נושא מדינת כל אזרחיה יותר קשור בערך על הערבים הישראלים
"
2803, עדכון ,"עדכון נתונים סטטיסטיים של המדינות שטח אוכלוסייה תמ""ג יבשת
"
2804, פיליפ ,"פיליפ ג'ונסון מהם המאפיינים העיקריים של בניין משרדים גבוה
"
2805, עיתונים ,"צריך עדויות נוספות לשליטה ישראלית בעיר נניח עיתונים בעברית
"
2806, קישורים  אתר ,"קישורים חיצוניים אתר הבית הרשמי ביוגרפיה רשמית באתר נאס""א
"
2811, אוניות  היו ,"אוניות המערכה מסדרת איווה היו ייחודיות בגלל מספר סיבות
"
2812, אני ,"אני מבקש להקפיא ולהמשיך לדון בדף השיחה לכיוון ניסוח מוסכם
"
2814, ו ,"ארץ נהדרת אינה חברת טיולים ואינה עמותת קש לפעילות פוליטית
"
2815, ו ,"ארצות הברית ומספר מדינות נוספות הביעו התעניינות בכור מסוג זה
"
2816, משלחת ,"באולימפיאדת אטלנטה מנתה המשלחת הפלסטינית שני ספורטאים
"
2817, דטרויט ,"דטרויט העפילה לבסוף לסדרת גמר הפלייאוף מול לוס אנג'לס לייקרס
"
2818, האם ,"האם יש לך פרטים מדויקים על הרפורמה למעשה מהפכה באנגליה
"
2819, דמות  נתנאל ,"הדמות הראשית היא נתנאל קוסם שעובד בשביל הממשלה במשרד הפנים
"
2820, יפנים ,"היפנים היו גורם מרכזי באירועים ולכן בחרתי בשם הנוכחי
"
2821, ספר  לא ,"הספר נמכר ברוב ארצות העולם לא רק בארצות הברית ובישראל
"
2822, רעיון ,"הרעיון המקורי היה לעשות תוכנית לכל המשפחה בעלת אופי חינוכי
"
2823, היא  דרום ,"והיא ממוקמת בפינה הדרום מזרחית של מחוז קאחתי במזרח גאורגיה
"
2824, זהו ,"זהו אתר נרחב המציג את אירועי התרבות המתרחשים בירושלים
"
2825, חבר  פרופסורים ,"חבר המועצה להשכלה גבוהה פרופסורים מעטים זוכים להיות חברים בה
"
2826, חשיבות ,"כיוון שאיני ראוי עדיין לערך בויקיפדיה אין חשיבות לפרטים אלה
"
2827, כיוון  מהירות ,"כיוון תנועת גלגלי השיניים השתנה אך המהירות הסופית נותרה זהה
"
2828, ו ,"לדעתי היה עדיף להשאיר והיה ניתן למצוא פתרון לבעיות שהועלו
"
2829, נבחרת ,"למשל הנבחרת הלאומית של מיקרונזיה לא השתתפה בשום דבר כזה
"
2830, ו ,"מאז בוסניה והרצגובינה משתלבת בתוכניות שונות של ארגון נאט""ו
"
2832, מה  קורא ,"מה לדעתכם חשוב שהקורא יזכור כדי לקבל מושג ראשוני מהערך
"
2833, מומחה ,"מומחה הבית לענייני התנועה הלאומית הפלסטינית הוא טרול רפאים
"
2834, משפחותיהם  מדובר ,"משפחותיהם סברו כי מדובר בסימן רע ולכן אסרו עליהם להינשא
"
2836, עמוד ,"עמוד זה מכיל את רשימת הערכים חסרי התמונות בקטגוריה מלכים
"
2837, עמידה  אינה  הוא ,"עמידה בראש רשימה לכנסת אינה בהכרח אומרת שהוא מנהיג המפלגה
"
2838, פוליטיקה ,"פוליטיקה נאורו היא רפובליקה שבה שיטת בחירת הממשלה היא פרלמנטרית
"
2840, רכיבי ,"רכיבי התרשים הם ריבועים שבכל אחד מהם מתואר שלב בתהליך
"
2841, ויקיפדיה ,"אמנם לפעמים משעמם לכתוב אנציקלופדיה אבל ויקיפדיה היא לא בדיחה
"
2842, אני  מתקן  הם  ברוך ,"אני מתקן הם אינם ראויים וברוך גולדשטיין ראוי לקטגוריה משלו
"
2843, אתה ,"אתה הוספת שתי תבניות האחת להבהרת החשיבות והשניה לעריכה
"
2844, ויקיפדים ,"בעיני זהו רוב ברור שהתקבל בדיון שהשתתפו בו ויקיפדים רבים
"
